provider,run_mode,city,start_time,scrap_time,station_name,device_id,device_type,network,access,kw,status_label,available_connectors,total_connectors,lat,lng,address,data
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:54:49,,DEALLEGO001929,Type2,Allego,Unspecified,,,null,2,52.527262,13.383475,"{'streetAndNumber': 'Hannoversche Str. 6', 'postalCode': '10115', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:54:50,,DEALLEGO000167,Type2,Allego,Unspecified,,,null,2,52.517415,13.187022,"{'streetAndNumber': 'Graetschelsteig 2', 'postalCode': '13595', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:54:51,,DEALLEGO001136,Type2,Allego,Unspecified,,,null,2,52.491716,13.349171,"{'streetAndNumber': 'Eisenacher Str. 32', 'postalCode': '10781', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:54:52,,7218,Type2,Energie- und Wasser Potsdam,FreePublic,,,null,4,52.37081,13.13428,"{'streetAndNumber': 'Stern-Center 1', 'postalCode': '14480', 'city': 'Potsdam', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:54:52,,DEALLEGO001948,Type2,Allego,Unspecified,,,null,2,52.470673,13.435103,"{'streetAndNumber': 'Ilsestr. 7', 'postalCode': '12053', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:54:53,,PP00442,Type2,innogy,FreePublic,,,null,2,52.52444,13.420539,"{'streetAndNumber': 'Mollstr. 4', 'postalCode': '10178', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:54:54,,DEEBGS320007,Type2,Ladenetz,FreePublic,,,null,2,52.47025,13.783153,"{'streetAndNumber': 'Puschkinstraße 5', 'postalCode': '15562', 'city': 'Rüdersdorf bei Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:54:55,,DEALLEGO001029,Type2,Allego,Unspecified,,,null,2,52.52122,13.300289,"{'streetAndNumber': 'Charlottenburger Ufer 1', 'postalCode': '10587', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:54:56,,DEALLEGO001008,Type2,Allego,Unspecified,,,null,2,52.499237,13.342238,"{'streetAndNumber': 'Fuggerstr. 34', 'postalCode': '10777', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:54:57,,DEALLEGO000239,Type2Combo,Allego,Unspecified,,,null,2,52.52725,13.44938,"{'streetAndNumber': 'Landsberger Allee 87', 'postalCode': '10407', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:54:58,,DEALLEGO001113,Type2,Allego,Unspecified,,,null,2,52.509991,13.289279,"{'streetAndNumber': 'Sophie-Charlotten-Str. 55', 'postalCode': '14057', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:54:59,,PP00437,Type2,innogy,FreePublic,,,null,2,52.440133,13.387033,"{'streetAndNumber': 'Alt-Mariendorf 37', 'postalCode': '12107', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:00,,DEALLEGO000137,Type2,Allego,Unspecified,,,null,2,52.558692,13.412595,"{'streetAndNumber': 'Brennerstr. 90', 'postalCode': '13187', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:01,,DEALLEGO000281,Type2,Allego,Unspecified,,,null,1,52.47166,13.320837,"{'streetAndNumber': 'Wiesbadener Str. 14a', 'postalCode': '12161', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:02,,ee6c89d5-5a25-40a9-962b-b3a4ebb88d50,Type2,Digital Energy Solutions,Unspecified,,,null,2,52.397864,13.242476,"{'streetAndNumber': 'Warthestr. 3', 'postalCode': '14513', 'city': 'Teltow', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:03,,DEALLEGO000090,Type2,Allego,Unspecified,,,null,2,52.533827,13.442525,"{'streetAndNumber': 'John-Schehr-Str. 66', 'postalCode': '10407', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:04,,04002702,Type2,NewMotion,Unspecified,,,null,1,52.541949,13.501556,"{'streetAndNumber': 'Genslerstraße 72', 'postalCode': '13055', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:05,,DEALLEGO001057,Type2,Allego,Unspecified,,,null,1,52.473556,13.326978,"{'streetAndNumber': 'Taunusstr. 1', 'postalCode': '12161', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:06,,DEALLEGO000175,Type2,Allego,Unspecified,,,null,2,52.40218,13.509497,"{'streetAndNumber': 'Jeanette-Wolff-Str. 17', 'postalCode': '12355', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:07,,6cea49ff-e847-446c-b5f0-8755a68958a6,Type2,Digital Energy Solutions,Unspecified,,,null,2,52.509077,13.283285,"{'streetAndNumber': 'Messedamm 1', 'postalCode': '14057', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:08,,7275,Type2,Energie- und Wasser Potsdam,FreePublic,,,null,2,52.38989,13.08919,"{'streetAndNumber': 'Lutherplatz / Friedrich-Engels-Straße 47', 'postalCode': '14482', 'city': 'Potsdam', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:09,,DEALLEGO001267,Type2,Allego,Unspecified,,,null,2,52.491664,13.315265,"{'streetAndNumber': 'Württembergische Str. 6', 'postalCode': '10707', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:10,,DEALLEGO001198,Type2,Allego,Unspecified,,,null,2,52.521456,13.164294,"{'streetAndNumber': 'Obstallee 28', 'postalCode': '13593', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:11,,22796,Type2,E.ON,PayingPublic,,,null,2,52.403723,13.264201,"{'streetAndNumber': 'Badstraße', 'city': 'Teltow', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:12,,PP00396,Type2,innogy,FreePublic,,,null,2,52.569627,13.566712,"{'streetAndNumber': 'Havemannstr. 4', 'postalCode': '12689', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:13,,PP00435,Type2,innogy,FreePublic,,,null,2,52.469967,13.339781,"{'streetAndNumber': 'Bahnhofstr. 4', 'postalCode': '12159', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:14,,DEALLEGO000062,Type2,Allego,Unspecified,,,null,2,52.475632,13.316494,"{'streetAndNumber': 'Spessartstr. 8', 'postalCode': '14197', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:14,,DEALLEGO000193,Type2,Allego,Unspecified,,,null,2,52.491206,13.324974,"{'streetAndNumber': 'Holsteinische Str. 19', 'postalCode': '10717', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:15,,DEALLEGO001191,Type2,Allego,Unspecified,,,null,2,52.533674,13.432955,"{'streetAndNumber': 'Pasteuratr. 12', 'postalCode': '10407', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:16,,DEVATL000162750,Type2,Vattenfall DE,FreePublic,,,null,2,52.572401,13.365798,"{'streetAndNumber': 'Emmentaler Straße 130 ', 'postalCode': '13409', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:17,,DEALLEGO000028,Type2,Allego,Unspecified,,,null,2,52.534426,13.51782,"{'streetAndNumber': 'Rhinstr. 163', 'postalCode': '10315', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:18,,DEALLEGO000639,TepcoCHAdeMO,Allego,Unspecified,,,null,3,52.454924,13.338665,"{'streetAndNumber': 'Bismarckstr. 20', 'postalCode': '12169', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:19,,DEALLEGO001139,Type2,Allego,Unspecified,,,null,2,52.500134,13.349617,"{'streetAndNumber': 'Eisenacher Str. 1', 'postalCode': '10777', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:20,,DEALLEGO000060,Type2,Allego,Unspecified,,,null,2,52.474948,13.385563,"{'streetAndNumber': 'Tempelhofer Damm 76', 'postalCode': '12101', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:21,,DEALLEGO000115,Type2,Allego,Unspecified,,,null,2,52.510481,13.296954,"{'streetAndNumber': 'Suarezstr. 1', 'postalCode': '10627', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:22,,DEALLEGO000636,TepcoCHAdeMO,Allego,Unspecified,,,null,3,52.435067,13.46718,"{'streetAndNumber': 'Rudower Str. 120', 'postalCode': '12351', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:22,,DEVATL000162710,Type2,Vattenfall DE,FreePublic,,,null,2,52.53147,13.40938,"{'streetAndNumber': 'Christinenstrasse 13 ', 'postalCode': '10119', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:23,,DEALLEGO000153,Type2,Allego,Unspecified,,,null,2,52.541606,13.422667,"{'streetAndNumber': 'Raumerstr. 31', 'postalCode': '10437', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:24,,DEALLEGO000051,Type2,Allego,Unspecified,,,null,2,52.497232,13.388703,"{'streetAndNumber': 'Mehringdamm 10', 'postalCode': '10961', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:25,,DEVATL000162724,Type2,Vattenfall DE,FreePublic,,,null,2,52.51377,13.47555,"{'streetAndNumber': 'Frankfurter Allee 113 ', 'postalCode': '10247', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:26,,PP00457,Type2,innogy,FreePublic,,,null,2,52.510384,13.37361,"{'streetAndNumber': 'Bellevuestraße 3', 'postalCode': '10785', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:27,,22804,Type2,E.ON,PayingPublic,,,null,2,52.402981,13.26853,"{'streetAndNumber': 'Zehlendorferstraße 0', 'city': 'Teltow', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:28,,PP00401,Type2,innogy,FreePublic,,,null,2,52.518924,13.295717,"{'streetAndNumber': 'Schloßstr. 1A', 'postalCode': '14059', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:29,,DEALLEGO000205,Type2,Allego,Unspecified,,,null,2,52.502907,13.32907,"{'streetAndNumber': 'Meinekestr. 1', 'postalCode': '10719', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:30,,DEALLEGO000156,Type2,Allego,Unspecified,,,null,2,52.510872,13.383861,"{'streetAndNumber': 'Hektorstr. 21', 'postalCode': '10709', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:31,,DEALLEGO001147,Type2,Allego,Unspecified,,,null,2,52.454693,13.42984,"{'streetAndNumber': 'Tempelhofer Weg 50', 'postalCode': '12347', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:32,,DEALLEGO000271,Type2,Allego,Unspecified,,,null,1,52.563734,13.329722,"{'streetAndNumber': 'Blankestr. 19', 'postalCode': '13403', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:32,,DEALLEGO001189,Type2,Allego,Unspecified,,,null,2,52.560462,13.416289,"{'streetAndNumber': 'Max-Lingner-Str. 8', 'postalCode': '13189', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:33,,DEALLEGO001130,Type2,Allego,Unspecified,,,null,2,52.471428,13.33612,"{'streetAndNumber': 'Hedwigstr. 1', 'postalCode': '12159', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:34,,LE005C2F,Type2,innogy,FreePublic,,,null,1,52.428666,13.529443,"{'streetAndNumber': 'Rutherfordstraße 1', 'postalCode': '12489', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:35,,LE005C36,Type2,innogy,FreePublic,,,null,1,52.428666,13.529443,"{'streetAndNumber': 'Rutherfordstraße 1', 'postalCode': '12489', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:36,,22798,Type2,E.ON,PayingPublic,,,null,2,52.403746,13.264113,"{'streetAndNumber': 'Badstraße', 'city': 'Teltow', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:37,,DEALLEGO001062,Type2,Allego,Unspecified,,,null,1,52.515106,13.260031,"{'streetAndNumber': 'Preussenallee 34', 'postalCode': '14052', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:38,,DEALLEGO001007,Type2,Allego,Unspecified,,,null,2,52.487809,13.302828,"{'streetAndNumber': 'Rudolstädter Str. 123', 'postalCode': '10713', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:39,,DEVATL000162742,Type2,Vattenfall DE,FreePublic,,,null,2,52.510047,13.377568,"{'streetAndNumber': 'Leipziger Platz 19 ', 'postalCode': '10117', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:39,,DECPIL2830895,Type2,ChargePoint Inc.,Unspecified,,,null,2,52.395832,13.51695,"{'streetAndNumber': 'Hans-Grade-Allee 61', 'postalCode': '12529', 'city': 'Schönefeld', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:41,,DEVATL000162714,Type2,Vattenfall DE,FreePublic,,,null,2,52.4138,13.4924,"{'streetAndNumber': 'Groß-Ziethner-Chaussee 37 ', 'postalCode': '12355', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:42,,09001908,Type2,NewMotion,Unspecified,,,null,1,52.615228,13.485965,"{'streetAndNumber': 'Alt-Karow 28A', 'postalCode': '13125', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:43,,DECPIL2826785,Type2,ChargePoint Inc.,Unspecified,,,null,2,52.368502,13.131225,"{'streetAndNumber': 'Gerlachstraße 14', 'postalCode': '14480', 'city': 'Potsdam', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:44,,DEALLEGO000029,Type2,Allego,Unspecified,,,null,2,52.503763,13.371376,"{'streetAndNumber': 'Am Karlsbad 11', 'postalCode': '10785', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:44,,02010249,Type2,NewMotion,Unspecified,,,null,1,52.53384,13.554304,"{'streetAndNumber': 'Allee der Kosmonauten 140', 'postalCode': '12683', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:45,,DEALLEGO001146,Type2,Allego,Unspecified,,,null,2,52.537086,13.477047,"{'streetAndNumber': 'Konrad-Wolf-Str. 66', 'postalCode': '13055', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:46,,DEALLEGO001184,Type2,Allego,Unspecified,,,null,2,52.517735,13.342203,"{'streetAndNumber': 'Altonaer Str. 15', 'postalCode': '10557', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:47,,DEALLEGO000105,Type2,Allego,Unspecified,,,null,2,52.510594,13.322963,"{'streetAndNumber': 'Knesebeckstr. 2', 'postalCode': '10623', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:48,,DECPIL4307495,Type2,ChargePoint Inc.,Unspecified,,,null,2,52.573554,13.560386,"{'streetAndNumber': 'Henriette-Herz-Allee 9', 'postalCode': '13057', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:49,,04004482,Type2,NewMotion,Unspecified,,,null,1,52.403506,13.055745,"{'streetAndNumber': 'Hegelallee 6-10', 'postalCode': '14467', 'city': 'Potsdam', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:50,,PP00448,Type2,innogy,FreePublic,,,null,2,52.511752,13.497569,"{'streetAndNumber': 'Frankfurter Allee 248', 'postalCode': '10365', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:51,,DEVATL000162728,Type2,Vattenfall DE,FreePublic,,,null,2,52.51474,13.38639,"{'streetAndNumber': 'Glinkastr. 38 ', 'postalCode': '10117', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:52,,DEALLEGO000078,Type2,Allego,Unspecified,,,null,2,52.501809,13.4779,"{'streetAndNumber': 'Nöldnerstr. 9', 'postalCode': '10317', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:53,,DEALLEGO001192,Type2,Allego,Unspecified,,,null,2,52.488685,13.407274,"{'streetAndNumber': 'Südstern 14', 'postalCode': '10961', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:54,,DEALLEGO001141,Type2,Allego,Unspecified,,,null,2,52.554993,13.340873,"{'streetAndNumber': 'Lüderitzstr. 76', 'postalCode': '13351', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:55,,DEALLEGO001160,Type2,Allego,Unspecified,,,null,2,52.508887,13.402657,"{'streetAndNumber': 'Beuthstr. 2', 'postalCode': '10117', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:56,,ICUEVE000254,Type2,NewMotion,Unspecified,,,null,2,52.4935,13.7804,"{'streetAndNumber': 'Tasdorf Süd 10', 'postalCode': '15562', 'city': 'Rüdersdorf bei Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:56,,DEALLEGO000097,Type2,Allego,Unspecified,,,null,2,52.50599,13.296101,"{'streetAndNumber': 'Leonhardstr. 14', 'postalCode': '14057', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:57,,PP00433,Type2,innogy,FreePublic,,,null,2,52.539828,13.205892,"{'streetAndNumber': 'Am Juliusturm 106', 'postalCode': '13597', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:58,,DEALLEGO001952,Type2,Allego,Unspecified,,,null,2,52.553838,13.448373,"{'streetAndNumber': 'Gäblerstr. 7', 'postalCode': '13086', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:55:59,,DEALLEGO000282,Type2,Allego,Unspecified,,,null,1,52.537276,13.505635,"{'streetAndNumber': 'Arendsweg 19', 'postalCode': '13055', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:56:00,,DEALLEGO001148,Type2,Allego,Unspecified,,,null,2,52.54602,13.22525,"{'streetAndNumber': 'Romy-Schneider-Str. 11a', 'postalCode': '13599', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:56:01,,04004486,Type2,NewMotion,Unspecified,,,null,1,52.403492,13.05565,"{'streetAndNumber': 'Hegelallee 6-10', 'postalCode': '14467', 'city': 'Potsdam', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:56:02,,DEALLEGO000132,Type2,Allego,Unspecified,,,null,2,52.457103,13.578466,"{'streetAndNumber': 'Parrisiusstr. 2', 'postalCode': '12555', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:56:03,,7014,Type2Combo,Energie- und Wasser Potsdam,FreePublic,,,null,3,52.40186,13.06028,"{'streetAndNumber': 'Gutenbergstraße 77', 'postalCode': '14467', 'city': 'Potsdam', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:56:04,,DEALLEGO000101,Type2,Allego,Unspecified,,,null,2,52.520978,13.403944,"{'streetAndNumber': 'Johannisthaler Chaussee 335', 'postalCode': '12351', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:56:05,,DEALLEGO000188,Type2,Allego,Unspecified,,,null,2,52.515006,13.313218,"{'streetAndNumber': 'Zillestr. 2', 'postalCode': '10585', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:56:06,,DEVATL000226763,Type2,Vattenfall DE,FreePublic,,,null,5,52.531127,13.382746,"{'streetAndNumber': 'Chausseestraße 23 ', 'postalCode': '10115', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:56:06,,DEVATL000162734,Type2,Vattenfall DE,FreePublic,,,null,2,52.54529,13.42681,"{'streetAndNumber': 'Kanzowstrasse 1 ', 'postalCode': '10439', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:56:08,,DEALLEGO001016,Type2,Allego,Unspecified,,,null,2,52.506311,13.394584,"{'streetAndNumber': 'Markgrafenstr. 18', 'postalCode': '10969', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:56:08,,DEALLEGO002010,Type2,Allego,Unspecified,,,null,2,52.520563,13.342972,"{'streetAndNumber': 'Flensburger Str. 20', 'postalCode': '10557', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:56:09,,PP00393,Type2,innogy,FreePublic,,,null,2,52.49935,13.3291,"{'streetAndNumber': 'Schaperstraße 17', 'postalCode': '10719', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:56:10,,DEALLEGO000061,Type2,Allego,Unspecified,,,null,2,52.546751,13.424988,"{'streetAndNumber': 'Wichertstr. 34', 'postalCode': '10439', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:56:11,,08000136,Type2,NewMotion,Unspecified,,,null,1,52.527954,13.369325,"{'streetAndNumber': 'Heidestraße 58', 'postalCode': '10557', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:56:12,,DEALLEGO000241,Type2Combo,Allego,Unspecified,,,null,2,52.500152,13.273421,"{'streetAndNumber': 'Messedamm  24', 'postalCode': '14055', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:56:13,,DEALLEGO001134,Type2,Allego,Unspecified,,,null,2,52.548972,13.455833,"{'streetAndNumber': 'Herbert-Baum-Str. 4', 'postalCode': '13088', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:56:14,,KP00020,Type2,innogy,FreePublic,,,null,2,52.558221,13.218296,"{'streetAndNumber': 'Hugo-Cassirer-Str. 35', 'postalCode': '13587', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:56:15,,DEALLEGO002007,Type2,Allego,Unspecified,,,null,2,52.495923,13.422528,"{'streetAndNumber': 'Paul-Lincke-Ufer 39', 'postalCode': '10999', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:56:16,,DEALLEGO001145,Type2,Allego,Unspecified,,,null,2,52.484759,13.519582,"{'streetAndNumber': 'Dönhoffstr. 12', 'postalCode': '10318', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:56:17,,DEALLEGO000041,Type2,Allego,Unspecified,,,null,2,52.507268,13.466975,"{'streetAndNumber': 'Wühlischstr. 54', 'postalCode': '10245', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:56:18,,DEVATL000162766,Type2,Vattenfall DE,FreePublic,,,null,2,52.43498,13.43448,"{'streetAndNumber': 'Bukower Damm 100 ', 'postalCode': '12349', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:56:19,,DEALLEGO001011,Type2,Allego,Unspecified,,,null,2,52.524128,13.448454,"{'streetAndNumber': 'Kochhannstr. 9', 'postalCode': '10249', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:56:20,,PP00399,Type2,innogy,FreePublic,,,null,2,52.533676,13.174356,"{'streetAndNumber': 'Brunsbütteler Damm 153', 'postalCode': '13581', 'city': 'Berlin', 'country': 'DEU'}",
newmotion,test,Berlin,2020-08-28 01:47:02,2020-08-28 01:56:21,,PP00432,Type2,innogy,FreePublic,,,null,2,52.529125,13.395841,"{'streetAndNumber': 'Torstr. 165', 'postalCode': '10115', 'city': 'Berlin', 'country': 'DEU'}",
